CustomerTransactionID,CustomerID,TransactionTypeID,InvoiceID,Amount Excluding Tax,Tax Amount,Outstanding Balance
231,1,3,,0,0,0
595,1,3,,0,0,0
960,1,3,,0,0,0
1196,1,3,,0,0,0
1372,1,3,,0,0,0
1888,1,3,,0,0,0
2088,1,3,,0,0,0
2359,1,3,,0,0,0
2724,1,3,,0,0,0
3094,1,3,,0,0,0
3221,1,3,,0,0,0
3581,1,3,,0,0,0
4023,1,3,,0,0,0
4222,1,3,,0,0,0
4468,1,3,,0,0,0
4827,1,3,,0,0,0
4962,1,3,,0,0,0
5164,1,3,,0,0,0
5380,1,3,,0,0,0
5696,1,3,,0,0,0
5893,1,3,,0,0,0
6242,1,3,,0,0,0
6427,1,3,,0,0,0
6741,1,3,,0,0,0
7132,1,3,,0,0,0
7504,1,3,,0,0,0
7837,1,3,,0,0,0
8163,1,3,,0,0,0
8337,1,3,,0,0,0
8624,1,3,,0,0,0
8815,1,3,,0,0,0
9010,1,3,,0,0,0
9182,1,3,,0,0,0
9454,1,3,,0,0,0
9674,1,3,,0,0,0
10030,1,3,,0,0,0
10194,1,3,,0,0,0
10373,1,3,,0,0,0
10637,1,3,,0,0,0
10827,1,3,,0,0,0
11029,1,3,,0,0,0
11272,1,3,,0,0,0
11527,1,3,,0,0,0
11822,1,3,,0,0,0
12011,1,3,,0,0,0
12214,1,3,,0,0,0
12415,1,3,,0,0,0
12614,1,3,,0,0,0
12884,1,3,,0,0,0
13080,1,3,,0,0,0
13280,1,3,,0,0,0
13647,1,3,,0,0,0
13814,1,3,,0,0,0
14214,1,3,,0,0,0
14462,1,3,,0,0,0
14881,1,3,,0,0,0
15280,1,3,,0,0,0
15654,1,3,,0,0,0
15837,1,3,,0,0,0
16205,1,3,,0,0,0
16599,1,3,,0,0,0
16894,1,3,,0,0,0
17291,1,3,,0,0,0
17648,1,3,,0,0,0
17825,1,3,,0,0,0
18042,1,3,,0,0,0
18431,1,3,,0,0,0
18801,1,3,,0,0,0
19199,1,3,,0,0,0
19468,1,3,,0,0,0
19648,1,3,,0,0,0
19976,1,3,,0,0,0
20185,1,3,,0,0,0
20587,1,3,,0,0,0
20771,1,3,,0,0,0
20959,1,3,,0,0,0
21051,1,3,,0,0,0
21474,1,3,,0,0,0
21761,1,3,,0,0,0
22024,1,3,,0,0,0
22413,1,3,,0,0,0
22805,1,3,,0,0,0
22917,1,3,,0,0,0
23167,1,3,,0,0,0
23391,1,3,,0,0,0
23766,1,3,,0,0,0
24008,1,3,,0,0,0
24364,1,3,,0,0,0
24548,1,3,,0,0,0
24761,1,3,,0,0,0
25141,1,3,,0,0,0
25550,1,3,,0,0,0
25836,1,3,,0,0,0
26224,1,3,,0,0,0
26417,1,3,,0,0,0
26772,1,3,,0,0,0
27130,1,3,,0,0,0
27392,1,3,,0,0,0
27572,1,3,,0,0,0
27900,1,3,,0,0,0
28107,1,3,,0,0,0
28384,1,3,,0,0,0
28760,1,3,,0,0,0
29026,1,3,,0,0,0
29405,1,3,,0,0,0
29658,1,3,,0,0,0
29869,1,3,,0,0,0
30307,1,3,,0,0,0
30589,1,3,,0,0,0
30982,1,3,,0,0,0
31398,1,3,,0,0,0
